"零","零 ０ 〇 ゼロ n:  (See 零・れい) zero/nought/(P)
零 ０ 〇 れい n:  zero/nought/(P)"
"急性","急性  きゅうせい adj-no n:  (ant: 慢性) acute (illness)/(P)"
"急増","急増  きゅうぞう n vs:  rapid increase/proliferation/surge/explosion/(P)"
"急速","急速  きゅうそく adj-na n:  rapid (e.g. progress)/(P)"
"急騰","急騰  きゅうとう n vs:  sudden rise (in price)/sharp rise/jump/surge/(P)"
"急病","急病  きゅうびょう n:  sudden illness/(P)"
"急変","急変  きゅうへん n vs:    sudden turn/sudden change/  (suddenly occurring) accident/emergency/(P)"
"急用","急用  きゅうよう n:  urgent business/(P)"
"急遽","急遽 急拠 急きょ きゅうきょ adv:    hurriedly/in a hurry/in haste/(adj-na)   (arch) sudden/(P)"
"救い","救い  すくい n adj-no:  help/aid/relief/(religious) salvation/(Christian) grace/providence/(P)"
"救う","救う  すくう v5u vt:  to rescue from/to help out of/to save/(P)"
"救援","救援  きゅうえん n vs:  relief/rescue/(P)"
"救急車","救急車  きゅうきゅうしゃ n:  ambulance/(P)"
"救済","救済  きゅうさい n vs:  relief/aid/rescue/salvation/help/(P)
救済  くさい ぐさい n:  {Buddh} salvation (from suffering based on Buddha's teachings)"
"救助","救助  きゅうじょ n vs:  relief/aid/rescue/(P)"
"朽ちる","朽ちる  くちる v1 vi:    to rot/to decay/  to die in obscurity/  (often in neg.) to be forgotten with time"
"求める","求める  もとめる v1 vt:    to want/to wish for/  to request/to demand/  to seek/to search for/to pursue (pleasure)/to hunt (a job)/  (pol) (See 買う・1) to purchase/to buy/(P)"
"求職","求職  きゅうしょく n vs adj-no:  job hunting/seeking employment/(P)"
"求人","求人  きゅうじん n vs:  recruiting/job offer/job vacancy/(P)"
"汲み取る","汲み取る くみ取る 汲取る 汲みとる 酌み取る くみとる v5r vt:    to draw (water)/to scoop up/to dip up/to pump out/  to understand (someone's feelings, etc.)/to grasp/to surmise/to take into consideration/(P)"
"泣き顔","泣き顔  なきがお n:  tear-stained face/(P)"
"泣き声","泣き声  なきごえ n vs:  cry/crying voice/(P)"
"泣き虫","泣き虫 泣虫 なきむし n:  crybaby/blubberer"
"泣く","泣く 哭く なく v5k:  to cry/to weep/to sob/to howl/(P)"
"球威","球威  きゅうい n:  {baseb} (pitcher's) stuff/(P)"
"究極","究極 窮極 きゅうきょく adj-no n:  ultimate/final/last/eventual/(P)"
"究明","究明  きゅうめい n vs:  investigation (esp. in academic and scientific contexts)/(P)"
"窮屈","窮屈  きゅうくつ adj-na n:    narrow/tight/cramped/  formal/stiff/strict/ceremonious/rigid/  constrained/uncomfortable/  tight (e.g. finances)/(P)"
"窮状","窮状  きゅうじょう n:  distress/wretched condition/(P)"
"窮地","窮地  きゅうち n:  dilemma/predicament/(P)"
"窮乏","窮乏  きゅうぼう n vs:  poverty/destitution/privation/indigence/penury/(P)"
"級","級  きゅう n n-suf ctr:    class (e.g. school)/grade/rank/(ctr)   (See 段・だん・4) kyū/kyu/junior rank in martial arts, go, shogi, etc./(P)"
"糾弾","糾弾 糺弾 きゅうだん n vs:  censure/denunciation/(verbal) attack/blaming/(P)"
"給食","給食  きゅうしょく n vs:  (See 学校給食・がっこうきゅうしょく) provision of lunch (e.g. at office, school, etc.)/providing a meal/lunch service/(P)"
"給油","給油  きゅうゆ n vs:    refueling (car, plane, etc.)/  lubricating (a machine)/oiling/(P)"
"給油所","給油所  きゅうゆじょ きゅうゆしょ n:  petrol filling station/gasoline filling station/(P)"
"給与","給与  きゅうよ n:    pay/salary/wages/(n,vs)   allowance/grant/supply/providing with/(P)"
"給料","給料  きゅうりょう n:  salary/wages/pay/(P)"
"旧","旧  きゅう pref:    old/former/ex-/(n)   the old/old things/old customs/  old times/bygone days/(n,pref)   (abbr) (See 旧暦) Japan's old (lunisolar) calendar/(P)
旧 元 故 もと n adj-no n-adv n-pref:  former/ex-/past/one-time
旧 古 故 ふる n:    (See 御古) used item/secondhand item/(n-pref)   old/used/previous"
"旧式","旧式  きゅうしき adj-na adj-no:  old type/old style/(P)"
"旧姓","旧姓  きゅうせい n:  (See 現姓・げんせい) one's original family name/maiden name/(P)"
"旧暦","旧暦  きゅうれき n:  Japan's old (lunisolar) calendar/(P)"
"牛","牛  うし ぎゅう ウシ n:    cattle (Bos taurus)/cow/bull/ox/calf/  (usu. ぎゅう) (See 牛肉) beef/  (ぎゅう only) {astron} (See 二十八宿,玄武・げんぶ・2) Chinese ""Ox"" constellation (one of the 28 mansions)/(P)"
"牛肉","牛肉  ぎゅうにく n:  beef/(P)"
"牛乳","牛乳  ぎゅうにゅう n:  (cow's) milk/(P)"
"牛丼","牛丼  ぎゅうどん n:  (See 丼ぶり・2) gyudon/rice covered with sliced beef, usu. with vegetables/(P)"
"去る","去る 避る さる v5r vi:    to leave/to go away/  to pass/to elapse/  to be distant/(v5r,vt)   to send away/to drive off/to divorce/(aux-v,v5r)   (after a -masu stem, esp. of a suru verb) to (do) completely/(adj-pn)   (去る only) (ant: 来る・きたる・1) last ... (e.g. ""last April"")/(P)"
"去年","去年  きょねん こぞ n-adv n-t:  last year/(P)"
"居る","居る  いる v1 vi:    (uk) (See 在る・1) to be (of animate objects)/to exist/  (uk) to stay/(v1,aux-v)   (uk) (after the -te form of a verb; indicates continuing action or state) to be ...-ing/to have been ...-ing/(P)
居る  おる v5r vi:    (uk) (hum) to be (animate)/to be/to exist/(v5r,aux-v)   (after the -te form of a verb; indicates continuing action or state) to be ..ing/  (after -masu base of verb; indicates contempt or disdain for another's actions) (See やがる) to (have the audacity to) do/(P)"
"居間","居間  いま n:  living room (Western style)/sitting room/(P)"
"居酒屋","居酒屋 居酒や いざかや n:  izakaya/Japanese bar that also serves various dishes and snacks/(P)"
"居住","居住  きょじゅう n vs:  residence/abode/dwelling/(P)"
"居眠り","居眠り  いねむり n vs:  nodding off (while sitting)/dozing/(P)"
"巨視的","巨視的  きょしてき adj-na:    (ant: 微視的) macroscopic/  comprehensive/all-including/broad/(P)"
"巨匠","巨匠  きょしょう n:  master/masterhand/maestro/(P)"
"巨人","巨人  きょじん n:    giant/great man/  (abbr) Tokyo Giants (baseball team)/(P)"
"巨大","巨大  きょだい adj-na n:  huge/gigantic/enormous/(P)"
"拒む","拒む  こばむ v5m vt:    to refuse/to reject/to decline/  to prevent (from doing)/to deny (e.g. access)/to block/(P)"
"拒絶","拒絶  きょぜつ n vs:  refusal/rejection/(P)"
"拒否","拒否  きょひ n vs:  refusal/rejection/denial/veto/(P)"
"拠点","拠点  きょてん n:  position/location/base/point/site/(P)"
"挙句","挙句 挙げ句 揚げ句 揚句 あげく n-adv n:    (esp. 〜したあげく or 〜のあげく) after (a long process)/at the end of/(n)   (See 発句・1) last line (of a renga)/(P)"
"挙げ句","挙げ句 揚げ句 挙句 揚句 あげく n-adv n:    (esp. 〜したあげく or 〜のあげく) after (a long process)/at the end of/(n)   (See 発句・1) last line (of a renga)/(P)"
"空","空 虚 洞 うろ うつお うつほ うつせ n:  hollow/cavity/hole
空  から n adj-no:  emptiness/vacuum/blank/(P)
空  くう n:    empty air/sky/  {Buddh} shunyata/emptiness/the lack of an immutable intrinsic nature within any phenomenon/  (abbr) (See 空軍) air force/(n,adj-na)   fruitlessness/meaninglessness/  (See 五大・1) void (one of the five elements)/(adj-no)   {math} empty (e.g. set)
空 虚 そら n:    sky/the air/the heavens/  weather/  far-off place/distant place/  (often as 〜空もない) state of mind/feeling/  (usu. as 空で) (from) memory/(by) heart/  falsehood/lie/(n-pref)   (before an adjective) somehow/vaguely/  (before a noun or a verb) fake/(P)"
"洞","洞 空 虚 うろ うつお うつほ うつせ n:  hollow/cavity/hole
洞 空ろ 虚ろ 洞ろ うつろ n adj-na:    cavity/hollow/void/(adj-na)   (虚ろ, 空ろ only) hollow (voice, smile, etc.)/blank (eyes, look, etc.)/vacant (expression, stare, etc.)/empty (words, heart, etc.)
洞  どう n:    {anat} sinus/cavity/antrum/  neighborhood (administrative division in North Korea)
洞  ほら n:  hollow/cavity/hole/cave/(P)"
"虚しい","虚しい 空しい むなしい adj-i:    empty/void/vacant/  vain/fruitless/futile/ineffective/  (See 空しくなる) lifeless/(P)"
"虚栄心","虚栄心  きょえいしん n:  vanity/(P)"
"虚構","虚構  きょこう n:    fiction/fabrication/concoction/(adj-no)   fictitious/fictional/imaginary/(P)"
"虚弱","虚弱  きょじゃく adj-na adj-no n:  feebleness/weakness/imbecility/(P)"
"虚無","虚無  きょむ n:  nihility/nothingness/(P)"
"許す","許す 赦す 聴す ゆるす v5s vt:    to permit/to allow/to approve/to consent to/  to forgive/to pardon/to excuse/to tolerate/  to exempt (someone) from/to remit/to release/to let off/  (See 自他ともに許す) to acknowledge/to admit/  (See 心を許す,気を許す) to trust/to confide in/to let one's guard down/  to give up (points in a game, distance in a race, etc.)/to yield/(P)"
"許可","許可  きょか n:    permission/approval/authorization/license/(vs)   to permit/to authorize/(P)"
"許諾","許諾  きょだく n vs:  consent/(P)"
"許容","許容  きょよう n vs adj-no:  permission/allowance/acceptance/tolerance/pardon/(P)"
"距離","距離  きょり n:  distance/range/(P)"
"鋸","鋸  のこぎり ノコギリ n:    (uk) saw/  (uk) musical saw/(P)"
"漁","漁  りょう n n-suf:    fishing/gathering seafood (e.g. clams, seaweed)/(n)   (See 豊漁・ほうりょう) catch (e.g. of fish)/haul/(P)
漁 漁り すなどり n vs:    fishing/collecting shells/  fisherman"
"漁る","漁る  あさる すなどる いさる v5r vt:    to fish/  (あさる only) to look for/to search for/to hunt for/to scavenge/to scrounge/to look through/to rummage through/(aux-v,v5r)   (あさる only) to go on a spree (spending, reading, etc.)/to binge/(P)"
"漁業","漁業  ぎょぎょう n adj-no:  fishing (industry)/(P)"
"漁師","漁師  りょうし n:  (sens) fisherman/(P)"
"漁船","漁船  ぎょせん n:  fishing boat/(P)"
"漁村","漁村  ぎょそん n:  fishing village/(P)"
"魚","魚  さかな うお n:  fish/(P)"
"魚屋","魚屋  さかなや n:  fish market/fish dealer/(P)"
"魚雷","魚雷  ぎょらい n:  torpedo/(P)"
"享受","享受  きょうじゅ n vs:  reception/acceptance/enjoyment/being given/(P)"
"京都","京都  きょうと n:  Kyōto (city)/(P)"
"供","供 侶 伴 とも n vs:  (See お供・おとも) companion/follower/attendant/retinue/(P)"
"供える","供える  そなえる v1 vt:  to offer/to sacrifice/to dedicate/(P)"
"供給","供給  きょうきゅう n vs:  supply/provision/(P)"
"競う","競う  きそう v5u vi:  to compete/to contend/to vie/to contest/(P)"
"競馬","競馬 くらべ馬 競べ馬 くらべうま n:  traditional horse-racing/originally two horses head-to-head or ten at a time, esp. May 5 event at Kamigamo shrine
競馬  けいば n adj-no:  horse racing/(P)"
"競技","競技  きょうぎ n vs adj-no:  game/match/contest/(P)"
"競争","競争  きょうそう n vs:    competition/contest/rivalry/race/  {biol} competition (between organisms or species)/(P)"
"競艇","競艇  きょうてい n adj-no:  boat race/(P)"
"共々","共々 共共 ともども adv:  together/in company/(P)"
"共に","共に 倶に 供に ともに adv:    (uk) together/jointly/  (uk) (often as ...とともに) at the same time/with/as .../including/along with/  (uk) both/(P)"
"共稼ぎ","共稼ぎ 共かせぎ ともかせぎ n vs:  (husband and wife) earning a living together/(P)"
"共感","共感  きょうかん n vs adj-no:  sympathy/empathy/response/(P)"
"共産主義","共産主義  きょうさんしゅぎ n adj-no:  communism/collectivism/(P)"
"共産党","共産党  きょうさんとう n:  Communist Party/(P)"
"共存","共存  きょうぞん きょうそん n vs:  coexistence/(P)"
"共通","共通  きょうつう adj-no adj-na n:    common/shared/mutual/(vs)   to be common (to)/to be shared (by)/(n-suf)   -wide/(P)"
"共通語","共通語  きょうつうご n:    common language/lingua franca/  standard language (language variety understood throughout a country)/(P)"
"共通点","共通点  きょうつうてん n:  point in common/common feature/(P)"
"共働き","共働き  ともばたらき n vs:  (See 共稼ぎ) (husband and wife) both working/dual income/(P)"
"共同","共同 協同 きょうどう n vs adj-no:  (esp. 共同) doing together (as equals)/sharing/common (land, etc.)/joint (statement, etc.)/cooperation/co-operation/collaboration/association/(P)"
"共犯者","共犯者  きょうはんしゃ n:  accomplice/henchman"
"共有","共有  きょうゆう n vs:    joint ownership/co-ownership/sharing (e.g. a viewpoint)/  sharing (files, devices on a network, posts on social media, etc.)/(P)"
"共用","共用  きょうよう n vs adj-no:  common use/communal use/sharing/(P)"
"共和国","共和国  きょうわこく n:  republic/commonwealth/(P)"
"凶悪","凶悪 兇悪 きょうあく adj-na:  atrocious/fiendish/brutal/villainous/(P)"
"凶器","凶器 兇器 きょうき n:  dangerous weapon/lethal weapon/deadly weapon/murder weapon/(P)"
"協会","協会  きょうかい n:  association/society/organization/organisation/(P)"
"協議","協議  きょうぎ n vs:  conference/consultation/discussion/negotiation/(P)"
"協力","協力 共力 きょうりょく n vs adj-no:  (See ご協力) cooperation/collaboration/(P)"
"叫び","叫び  さけび n:  shout/scream/outcry/(P)"
"叫び声","叫び声  さけびごえ n:  shout/yell/scream/(P)"
"叫ぶ","叫ぶ  さけぶ v5b vi:    to shout/to cry/to scream/to shriek/to yell/to exclaim/  to clamor (for or against)/to clamour (for or against)/(P)"
"境","境 界 さかい きょう n:    (usu. さかい) border/boundary/  (さかい only) (often ...を境に) turning point/watershed/  (usu. きょう) area/region/spot/space/environment/  (usu. きょう) psychological state/mental state/  (きょう only) {Buddh} cognitive object/something perceptible by the sense organs or mind/(P)"
"境界","境界  きょうかい n:  boundary/(P)"
"境遇","境遇  きょうぐう n:  one's circumstances/environment/situation (in life)/(P)"
"境内","境内  けいだい n:  grounds (esp. of shrines and temples)/compound/churchyard/precincts/(P)"
"峡谷","峡谷  きょうこく n:  gorge/ravine/canyon/glen/(P)"
"強い","強い  こわい adj-i:    (uk) tough/stiff/hard/  (uk) inflexible/obstinate/stubborn/  (uk) (hob:) tired/worn out
強い  つよい adj-i:    strong/potent/competent/domineering/tough/  strong/brawny/powerful/healthy/rugged/  good (at)/skilled/knowledgeable/  (as 〜に強い) being able to handle/know how to deal (with)/durable (against)/resistant (to)/resilient/  firm/rigid/solid/  intense/strong/fierce/high/  dependable/trustworthy/(P)"
"強いて","強いて  しいて adv:  by force/(P)"
"強いる","強いる  しいる v1 vt:  to force/to compel/to coerce/to press/to impose/(P)"
"強さ","強さ  つよさ n:  strength/power/(P)"
"強まる","強まる  つよまる v5r vi:  to get strong/to gain strength/(P)"
"強める","強める  つよめる v1 vt:  to strengthen/to emphasize/to emphasise/(P)"
"強引","強引  ごういん adj-na n:  overbearing/coercive/pushy/forcible/high-handed/(P)"
"強化","強化  きょうか n vs:  strengthening/intensifying/reinforcement/enhancement/solidification/(P)"
"強気","強気  つよき adj-na adj-no n:    confident/assured/self-assured/firm/strong/cocksure/  (See 弱気・よわき・2) bullish (e.g. market)/(P)
強気 豪気 豪儀 ごうぎ ごうき adj-na adj-no:    great/grand/  (ごうぎ only) (arch) obstinate/stubborn"
"強行","強行  きょうこう n vs:    forcing/enforcement/(adj-na)   forced/enforced/(P)"
"強情","強情 剛情 ごうじょう adj-na n:  obstinate/stubborn/headstrong/(P)"
"強制","強制  きょうせい n vs:  compulsion/coercion/forcing (to do)/enforcement/(P)"
"強張る","強張る 強ばる こわばる v5r vi:  (uk) to stiffen/to become stiff"
"強調","強調  きょうちょう n vs:  emphasis/highlight/stress/stressed point/(P)"
"強盗","強盗  ごうとう n:    robber/mugger/  robbery/burglary/(P)"
"強風","強風  きょうふう n:  strong wind/high wind/moderate gale/(P)"
"強要","強要  きょうよう n vs:  coercion/extortion/compulsion/force/(P)"
"強力","強力  きょうりょく adj-na n:  powerful/strong/(P)
強力 剛力 ごうりき adj-na n:  herculean strength/mountain carrier-guide"
"強烈","強烈  きょうれつ adj-na n:  strong/intense/severe/(P)"
"恐らく","恐らく  おそらく adv:  (uk) perhaps/likely/probably/I dare say/(P)"
"恐る恐る","恐る恐る  おそるおそる adv:  fearfully/timidly/nervously/cautiously/gingerly/(P)"
"恐れ","恐れ 畏れ 虞 怖れ おそれ n:  fear/horror/anxiety/concern/uneasiness/reverence/(P)"
"恐れる","恐れる 畏れる 惧れる 怖れる 懼れる おそれる v1 vt:  to fear/to be afraid of/(P)"
"恐ろしい","恐ろしい 怖ろしい おそろしい adj-i:    terrible/dreadful/terrifying/frightening/  (often as 恐ろしく) surprising/startling/tremendous/amazing/(P)"
"恐喝","恐喝  きょうかつ n vs:  blackmail/extortion/threat (to extort money)/(P)"
"恐慌","恐慌  きょうこう n vs:  panic/scare/consternation/(P)"
"恐縮","恐縮  きょうしゅく n vs adj-na:    (sometimes used to prefix a request) feeling obliged/being grateful/being thankful/being sorry/being ashamed/(n,vs)   (arch) shrinking back in fear/(P)"
"恐怖","恐怖  きょうふ くふ n vs:  fear/dread/dismay/terror/horror/scare/panic/(P)"
"恐怖症","恐怖症  きょうふしょう n n-suf:  morbid fear/phobia/(P)"
"恐竜","恐竜 恐龍 きょうりゅう n:  dinosaur/(P)"
"恭しい","恭しい  うやうやしい adj-i:  polite/respectful/reverent"
"挟まる","挟まる  はさまる v5r vi:  to get between/to be caught in/(P)"
"挟む","挟む 挿む 挾む はさむ v5m vt:    to hold between (e.g. one's fingers, chopsticks)/to grip (from both sides)/  to put between/to sandwich between/to insert/to interpose/  to catch (e.g. a finger in a door)/to trap/to pinch/  to insert (e.g. a break into proceedings)/to interpose (e.g. an objection)/to interject/to throw in (e.g. a joke)/  to be on either side of (a road, table, etc.)/to have between each other/to be across (a street, river, etc.)/  to harbour (feelings)/to cast (e.g. doubt)/(P)
挟む 差し挟む 差し挾む さしはさむ v5m vt:    to insert/  to interrupt/to slip in a word/  to harbor (e.g. doubts)/to harbour/to entertain (e.g. a theory)"
"教え","教え 訓 おしえ n:  teaching/instruction/teachings/precept/lesson/doctrine/(P)"
"訓","訓 教え おしえ n:  teaching/instruction/teachings/precept/lesson/doctrine/(P)
訓  くん くに n:    (See 音・おん・4) native Japanese reading of a Chinese character/(n,suf)   (See 処世訓・しょせいくん) precept/lesson/one's teachings/(P)"
"教える","教える 訓える おしえる v1 vt:    to teach/to instruct/  to tell/to inform/  to preach/(P)"
"教わる","教わる  おそわる v5r vt:  to be taught/to learn/to take lessons in/(P)"
"教育","教育  きょういく n vs:    education/schooling/training/instruction/teaching/upbringing/  culture/cultivation/education/(P)"
"教員","教員  きょういん n:  teacher/instructor/teaching staff/faculty member/(P)"
"教科書","教科書  きょうかしょ n:  textbook/coursebook/schoolbook/(P)"
"教会","教会  きょうかい n:  church/congregation/(P)"
"教訓","教訓  きょうくん n vs:  lesson/precept/teachings/moral/(P)"
"教師","教師  きょうし n adj-no:  teacher (classroom)/(P)"
"教室","教室  きょうしつ n:    classroom/  department/laboratory/  single-room school/small school/(P)"
"教授","教授  きょうじゅ n:    professor/(n,vs)   teaching/instruction/(P)"
"教諭","教諭 教喩 きょうゆ n:  (See 教育職員免許法) (licensed) teacher/(P)"
"教養","教養  きょうよう n vs adj-no:  cultivation/refinement/culture/education/(P)"
"橋","橋  きょう n adj-no:  pons (pontes)/pons Varolii/pontine/part of the brain stem (links the medulla oblongata and cerebellum with the midbrain)
橋  はし n:  bridge/(P)"
"狂う","狂う  くるう v5u vi:    to go mad/to lose one's mind/to go crazy/to go insane/  to get out of order/to go amiss/to malfunction/to become imprecise/  to go wrong (of a plan or expectation, etc.)/to fall through/to get mixed up/  to go crazy (over someone or something)/to get enthusiastic/to go wild/(P)"
"狂わす","狂わす  くるわす v5s:    to drive mad/to make insane/  to cause a malfunction/to put out of order/to throw out of kilter/  to derail (a plan, etc.)"
"狂気","狂気  きょうき n adj-no:  (See 正気) madness/insanity/(P)"
"小","小 狭 さ pref:  narrow/thin
小 細 ささ さざ pref:  (See さざ波・1) small/little
小  お pref:    (See 小川) small/narrow/  (See 小野) familiar prefix/  (See 小暗い) slightly/a bit
小  ぐゎー suf:  (rkb:) small/little/dear (figurative sense)
小  こ pref:    (See 小皿) small/little/slight/  (See 小半日) slightly less than/just about/  (See こざっぱり) somewhat/somehow/  (sometimes derogatory) (See 小役人) minor/petty/(P)
小  しょう n n-pref:    smallness/small item/  (See 小の月) short month (i.e. having fewer than 31 days)/  (abbr) (See 小学校) elementary school/  younger or inferior (of two items or people with the same name)/  (arch) unit of field area (approx. 400 sq m)/(P)"
"狭い","狭い  せまい adj-i:    narrow/confined/small/cramped/  limited/narrow-minded/confining/(P)"
"狭まる","狭まる  せばまる v5r vi:  to narrow/to contract/(P)"
"狭める","狭める  せばめる v1 vt:  to narrow/to reduce/to contract/(P)"
"矯正","矯正 きょう正 きょうせい n vs adj-no:  correction (of fault, defect, flaw, etc.)/remedy/rectification/redress/reform/(P)"
"胸","胸  むね むな n:    (むな is usually used in compounds) chest/breast/  breasts/bosom/bust/  heart/  lungs/  stomach/  heart/mind/feelings/(P)"
"胸焼け","胸焼け 胸やけ 胸灼け むねやけ むなやけ n vs:  heartburn/sour stomach"
"脅かす","脅かす 威かす 嚇かす おどかす v5s vt:    (See 脅す・おどす) to threaten/to menace/to intimidate/  to startle/to frighten/to scare/(P)
脅かす 劫かす 脅やかす おびやかす v5s vt:    to intimidate/to frighten/to scare/  to threaten (e.g. peace)/to jeopardize/to endanger/to imperil/(P)"
"脅し","脅し 威し 嚇し おどし n:    threat/  bird-scaring device (scarecrow, gun, etc.)/(P)"
"脅す","脅す 威す 嚇す おどす v5s vt:  (See 脅かす・おどかす・1) to threaten/to menace/to frighten (into doing)/(P)"
"脅迫","脅迫  きょうはく n vs:  threat/menace/coercion/terrorism/(P)"
"興す","興す  おこす v5s vt:    to vitalize (e.g. an industry)/to invigorate/to energize/to revive/to promote/to make prosperous/  (See 起こす・4) to establish (e.g. a company)/to build up/to set up/to launch/to commence/(P)"
"興奮","興奮 昂奮 亢奮 こうふん n vs:  excitement/stimulation/agitation/arousal/(P)"
"興味","興味  きょうみ n:  interest (in something)/curiosity (about something)/zest (for)/(P)"
"そば屋","そば屋 蕎麦屋 そばや n:  (See 蕎麦・2) soba restaurant/(P)"
"郷愁","郷愁  きょうしゅう n:  nostalgia/homesickness/(P)"
"郷里","郷里  きょうり n:  birth-place/home town/(P)"
"鏡","鏡  かがみ n:    mirror/looking-glass/  barrel head/  {finc} page added at the beginning of a document mentioning its purpose, date, author, etc./  (abbr) (See 鏡餅・かがみもち) mirror-shaped mochi/(P)"
"響き","響き 響 ひびき n:    echo/reverberation/  sound (esp. the distinctive sound of an object or activity, e.g. rain, gun, gallop, drum)/noise/  quality of a sound (e.g. a fine phrase, clear voice, resonant bell)/feeling of a sound/emotion or feeling inspired by something heard or read/(P)
響き 響動めき 響めき どよめき n:  (uk) commotion/stir"
"響く","響く  ひびく v5k vi:    to resound/to be heard far away/  to reverberate/to shake/to vibrate/  to come (home)/to remain (with someone)/  to have an effect/to make an impression/(P)
響く 響動めく 響めく どよめく v5k vi:    (uk) to resound/  (uk) to make a stir/(P)"
"驚かす","驚かす  おどろかす v5s vt:  to surprise/to frighten/to create a stir/(P)"
"驚き","驚き  おどろき オドロキ n:  surprise/astonishment/wonder/amazement/(P)"
"驚く","驚く 愕く 駭く おどろく v5k vi:  to be surprised/to be astonished/(P)"
"驚嘆","驚嘆 驚歎 きょうたん n vs:  wonder/admiration/being struck with admiration/(P)"
"仰々しい","仰々しい 仰仰しい ぎょうぎょうしい adj-i:  exaggerated/bombastic/highly colored/highly coloured"
"仰ぐ","仰ぐ  あおぐ v5g vt:    to look up (at)/  to look up to/to respect/to revere/  to ask for (e.g. guidance)/to seek/to turn to (someone) for/  to depend on/to rely on/  to gulp down/to quaff/to drink/(P)"
"仰向け","仰向け あお向け 仰むけ あおむけ n:  (usu. as 〜に) facing upward/(P)"
"仰天","仰天  ぎょうてん n vs:  being amazed/being horrified/being taken aback/(P)"
"凝る","凝る  こごる v5r vi:  to congeal/to freeze
凝る  こる v5r vi:    to become stiff (of muscles)/  to get absorbed in/to develop a passion for/to devote oneself to/to become obsessed with/to get hooked on/  to be elaborate/to be intricate/to be exquisite/to be particular about/to pay great attention to/(P)
凝る 痼る しこる v5r vi:  to stiffen/to harden"
"凝固","凝固  ぎょうこ n vs:  coagulation/freezing/solidification/(P)"
"凝視","凝視  ぎょうし n vs:  stare/gaze/fixation/(P)"
"暁","暁 曉 あかつき あかとき n:    dawn/daybreak/  (あかつき only) (usu. as 〜の暁に) event (e.g. ""in the event of ..."")/occasion/occurrence/(P)"
"業界","業界  ぎょうかい n:  business world/business circles/(the) industry/(P)"
"業者","業者  ぎょうしゃ n:    trader/dealer/businessman/vendor/supplier/manufacturer/  fellow trader/people in the same trade/(P)"
"業績","業績  ぎょうせき n:  achievement/performance/results/work/contribution/(P)"
"局","局  きょく n n-suf:    bureau/department/  (abbr) (See 郵便局,放送局) office (e.g. post, telephone)/broadcasting station (e.g. television, radio)/channel/exchange/  affair/situation/(n,n-suf,ctr)   game (of go, shogi, etc.)/(P)
局  つぼね n:    court lady/lady-in-waiting (Heian period)/  (See 曹司・1) separate room in a palace (esp. for a lady) (Heian period)/  room for a very low class prostitute/  (See 局女郎) very low class prostitute"
"曲がり角","曲がり角 曲り角 曲がりかど まがりかど n:    street corner/road turn/bend in the road/  turning point/watershed/(P)"
"曲がる","曲がる 曲る まがる v5r vi:    to bend/to curve/to warp/to wind/to twist/  (See 折れる・おれる・4) to turn/  to be awry/to be askew/to be crooked/(P)"
"曲げる","曲げる 枉げる まげる v1 vt:    (曲げる only) to bend/to crook/to bow/to curve/to curl/  (曲げる only) to lean/to tilt/to incline/to slant/  to bend (the truth)/to distort/to twist/to pervert/  to yield (a point)/to depart (from a principle)/to ignore (what one really thinks)/  to pawn/(P)"
"曲線","曲線  きょくせん n:  curve/(P)"
"極めて","極めて  きわめて adv:  exceedingly/extremely/decisively/(P)"
"極める","極める 究める 窮める きわめる v1 vt:    (esp. 極める, 窮める) to carry to extremes/to go to the end of something/  (esp. 究める) to investigate thoroughly/to master/(P)
極める 決める きめる v1 vt:    to decide/to choose/to determine/to make up one's mind/to resolve/to set one's heart on/to settle/to arrange/to set/to appoint/to fix/  to clinch (a victory)/to decide (the outcome of a match)/  to persist in doing/to go through with/  (as 決めている) to always do/to have made a habit of/  to take for granted/to assume/  to dress up/to dress to kill/to dress to the nines/  to carry out successfully (a move in sports, a pose in dance, etc.)/to succeed in doing/  {MA;sumo} to immobilize with a double-arm lock (in sumo, judo, etc.)/  to eat or drink something/to take illegal drugs/(P)"
"極楽","極楽  ごくらく n:    {Buddh} (See 阿弥陀・1) Sukhavati (Amitabha's Pure Land)/  paradise/(P)"
"極限","極限  きょくげん n:    utmost limits/extremity/  {math} limit/(P)"
"極端","極端  きょくたん n adj-na:  extreme/extremity/(P)"
"極秘","極秘  ごくひ adj-na adj-no n:  absolute secrecy/(P)"
